"DT_GERACAO";"HH_GERACAO";"AA_ELEICAO";"SG_UF";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"SQ_CANDIDATO";"NR_ORDEM";"DS_URL"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;5;"https://twitter.com/GustavoV_MG"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;8;"https://t.me/gustavovinicius7710"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;7;"https://wa.me/+553598727710"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;1;"http://gustavovinicius.net"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;6;"https://www.youtube.com/channel/UCScODZ6jrezoJvLPT03c_-w"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;3;"https://www.instagram.com/gustavoviniciusmg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;2;"https://www.facebook.com/gustavoviniciusminasgerais"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612958;4;"https://www.tiktok.com/@gustavovinicius_mg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;3;"http://twitter.com/samclevermg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;6;"http://www.samclever.com.br"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;2;"https://www.facebook.com/samclevermg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;1;"https://instagram.com/samclevermg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;4;"http://youtube.com/samclevermg"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001612839;5;"https://www.tiktok.com/@samclevermg?_t=8UrCLVjk8ur&_r=1"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001644581;1;"https://www.facebook.com/FlaviaValleED"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001644581;2;"https://www.instagram.com/flavia_valle_/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001644581;3;"https://twitter.com/flaviavalle_ed"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001645089;1;"https://instagram.com/altamiroalvesoficial"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001606739;1;"https://www.instagram.com/gabrieldaufmg2022/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001607527;1;"http://facebook.com/vitor.manutencoes.1"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001607527;2;"http://instagram.com/vitormanutencoes01"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001607528;1;"http://facebook.com/sargento.renatopeixe"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001605825;1;"https://www.instagram.com/zerenato.gomes/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001605825;2;"https://www.facebook.com/joserenato.gomes.12"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001634075;2;"https://www.facebook.com/profile.php?id=100015175098182"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001634075;1;"https://instagram.com/josesenareal?igshid=YmMyMTA2M2Y="
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001731154;1;"https://instagram.com/marquesritareis?igshid=YmMyMTA2M2Y="
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619780;1;"https://instagram.com/brasileirodenis?igshid=YmMyMTA2M2Y="
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619780;2;"https://www.facebook.com/fabiano.isaias.1"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001613376;1;"http://www.vinicioscarano.com.br"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619048;2;"https://www.instagram.com/dilermandopatriota"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619048;3;"https://www.facebook.com/dilermando.oliveiramelo.37"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619048;4;"https://www.facebook.com/dilermando.oliveiramelo.12/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001619048;1;"https://www.instagram.com/dilermandopatriota/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001611029;1;"https://www.facebook.com/marceloalvaroantonio"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001611029;2;"https://www.marcelo2217.com.br"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001611029;3;"https://www.instagram.com/marceloalvaroantonio"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001611029;5;"https://www.tiktok.com/@marceloalvaroantonio"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001611029;4;"https://twitter.com/marceloalvaroan"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001603571;3;"https://www.facebook.com/goianomg/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001603571;2;"https://www.instagram.com/goianomg/"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001603571;1;"https://zh-cn.facebook.com/joseronaldo.goiano"
"25/09/2022";"18:36:45";2022;"MG";2;"ELEIÇÃO ORDINÁRIA";546;"ELEIÇÕES GERAIS ESTADUAIS 2022";130001607386;1;"https://www.instagram.com/thalesalegro/"
